"id_vendas","id_veiculos","id_concessionarias","id_vendedores","id_clientes","valor_pago","data_venda","data_inclusao","data_atualizacao"
262045,3,19,40,260757,"488481.33","2025-12-28 02:55:01.735098+00","2025-12-28 02:55:01.735098+00","2025-12-28 02:55:01.735098+00"
262119,5,15,38,260831,"308709.25","2025-12-28 09:05:01.170297+00","2025-12-28 09:05:01.170297+00","2025-12-28 09:05:01.170297+00"
262193,1,1,34,260905,"246375.69","2025-12-28 15:15:01.204174+00","2025-12-28 15:15:01.204174+00","2025-12-28 15:15:01.204174+00"
262267,6,26,39,260979,"781567.16","2025-12-28 21:25:01.193608+00","2025-12-28 21:25:01.193608+00","2025-12-28 21:25:01.193608+00"
262333,8,5,18,261045,"285103.24","2025-12-29 02:55:01.276592+00","2025-12-29 02:55:01.276592+00","2025-12-29 02:55:01.276592+00"
262407,8,25,3,261119,"287232.19","2025-12-29 09:05:01.537024+00","2025-12-29 09:05:01.537024+00","2025-12-29 09:05:01.537024+00"
262481,8,16,21,261192,"293849.62","2025-12-29 15:10:01.589406+00","2025-12-29 15:10:01.589406+00","2025-12-29 15:10:01.589406+00"
262555,5,28,9,261266,"306594.59","2025-12-29 21:20:01.222288+00","2025-12-29 21:20:01.222288+00","2025-12-29 21:20:01.222288+00"
262622,2,11,36,261333,"339040.75","2025-12-30 02:55:01.542047+00","2025-12-30 02:55:01.542047+00","2025-12-30 02:55:01.542047+00"
262696,7,11,36,261407,"383259.60","2025-12-30 09:05:01.290188+00","2025-12-30 09:05:01.290188+00","2025-12-30 09:05:01.290188+00"
261830,7,2,46,260543,"383392.41","2025-12-27 09:05:01.130092+00","2025-12-27 09:05:01.130092+00","2025-12-27 09:05:01.130092+00"
261904,4,29,42,260617,"268469.57","2025-12-27 15:15:01.668575+00","2025-12-27 15:15:01.668575+00","2025-12-27 15:15:01.668575+00"
261978,2,23,31,260691,"337448.06","2025-12-27 21:25:01.796068+00","2025-12-27 21:25:01.796068+00","2025-12-27 21:25:01.796068+00"
261468,8,29,42,260181,"295887.33","2025-12-26 02:55:02.108156+00","2025-12-26 02:55:02.108156+00","2025-12-26 02:55:02.108156+00"
261542,5,27,52,260255,"310728.86","2025-12-26 09:05:01.806972+00","2025-12-26 09:05:01.806972+00","2025-12-26 09:05:01.806972+00"
261616,8,28,10,260329,"286302.71","2025-12-26 15:15:01.514148+00","2025-12-26 15:15:01.514148+00","2025-12-26 15:15:01.514148+00"
261690,6,13,15,260403,"777526.43","2025-12-26 21:25:01.870874+00","2025-12-26 21:25:01.870874+00","2025-12-26 21:25:01.870874+00"
261757,5,17,25,260470,"309460.82","2025-12-27 03:00:01.166682+00","2025-12-27 03:00:01.166682+00","2025-12-27 03:00:01.166682+00"
262046,7,3,32,260758,"384455.64","2025-12-28 03:00:01.891105+00","2025-12-28 03:00:01.891105+00","2025-12-28 03:00:01.891105+00"
262120,5,8,53,260832,"306728.18","2025-12-28 09:10:01.295145+00","2025-12-28 09:10:01.295145+00","2025-12-28 09:10:01.295145+00"
262194,2,5,19,260906,"341329.10","2025-12-28 15:20:01.34247+00","2025-12-28 15:20:01.34247+00","2025-12-28 15:20:01.34247+00"
262268,7,25,3,260980,"395279.17","2025-12-28 21:30:01.255362+00","2025-12-28 21:30:01.255362+00","2025-12-28 21:30:01.255362+00"
262334,3,14,45,261046,"482357.17","2025-12-29 03:00:01.410822+00","2025-12-29 03:00:01.410822+00","2025-12-29 03:00:01.410822+00"
262408,1,12,48,261120,"241306.73","2025-12-29 09:10:01.664059+00","2025-12-29 09:10:01.664059+00","2025-12-29 09:10:01.664059+00"
262482,2,26,39,261193,"334451.88","2025-12-29 15:15:01.753386+00","2025-12-29 15:15:01.753386+00","2025-12-29 15:15:01.753386+00"
262556,8,16,22,261267,"290240.18","2025-12-29 21:25:01.435354+00","2025-12-29 21:25:01.435354+00","2025-12-29 21:25:01.435354+00"
262623,6,9,37,261334,"785303.17","2025-12-30 03:00:01.706193+00","2025-12-30 03:00:01.706193+00","2025-12-30 03:00:01.706193+00"
262697,1,21,41,261408,"242144.41","2025-12-30 09:10:01.40035+00","2025-12-30 09:10:01.40035+00","2025-12-30 09:10:01.40035+00"
261831,7,22,35,260544,"385801.64","2025-12-27 09:10:01.262159+00","2025-12-27 09:10:01.262159+00","2025-12-27 09:10:01.262159+00"
261905,4,7,47,260618,"274282.01","2025-12-27 15:20:01.820229+00","2025-12-27 15:20:01.820229+00","2025-12-27 15:20:01.820229+00"
261979,1,2,46,260692,"239950.00","2025-12-27 21:30:01.901557+00","2025-12-27 21:30:01.901557+00","2025-12-27 21:30:01.901557+00"
261469,8,20,50,260182,"286775.27","2025-12-26 03:00:01.248127+00","2025-12-26 03:00:01.248127+00","2025-12-26 03:00:01.248127+00"
261543,7,19,40,260256,"388605.12","2025-12-26 09:10:02.020057+00","2025-12-26 09:10:02.020057+00","2025-12-26 09:10:02.020057+00"
261617,7,28,7,260330,"383666.59","2025-12-26 15:20:01.655735+00","2025-12-26 15:20:01.655735+00","2025-12-26 15:20:01.655735+00"
261691,5,20,50,260404,"310784.50","2025-12-26 21:30:02.048539+00","2025-12-26 21:30:02.048539+00","2025-12-26 21:30:02.048539+00"
261758,8,12,48,260471,"285628.70","2025-12-27 03:05:01.314756+00","2025-12-27 03:05:01.314756+00","2025-12-27 03:05:01.314756+00"
262047,6,19,40,260759,"791466.06","2025-12-28 03:05:02.077434+00","2025-12-28 03:05:02.077434+00","2025-12-28 03:05:02.077434+00"
262121,8,16,24,260833,"288377.88","2025-12-28 09:15:01.445206+00","2025-12-28 09:15:01.445206+00","2025-12-28 09:15:01.445206+00"
262195,3,15,38,260907,"489840.96","2025-12-28 15:25:01.605473+00","2025-12-28 15:25:01.605473+00","2025-12-28 15:25:01.605473+00"
262269,3,24,49,260981,"483898.72","2025-12-28 21:35:01.399637+00","2025-12-28 21:35:01.399637+00","2025-12-28 21:35:01.399637+00"
262335,5,3,32,261047,"315002.85","2025-12-29 03:05:01.627333+00","2025-12-29 03:05:01.627333+00","2025-12-29 03:05:01.627333+00"
262409,2,16,23,261121,"338159.11","2025-12-29 09:15:01.835395+00","2025-12-29 09:15:01.835395+00","2025-12-29 09:15:01.835395+00"
262483,1,23,31,261194,"243694.34","2025-12-29 15:20:01.91565+00","2025-12-29 15:20:01.91565+00","2025-12-29 15:20:01.91565+00"
262557,6,11,36,261268,"791251.28","2025-12-29 21:30:01.573137+00","2025-12-29 21:30:01.573137+00","2025-12-29 21:30:01.573137+00"
262624,3,21,41,261335,"488770.28","2025-12-30 03:05:01.919069+00","2025-12-30 03:05:01.919069+00","2025-12-30 03:05:01.919069+00"
262698,2,12,48,261409,"343155.95","2025-12-30 09:15:01.534259+00","2025-12-30 09:15:01.534259+00","2025-12-30 09:15:01.534259+00"
261832,3,8,53,260545,"479704.49","2025-12-27 09:15:01.402195+00","2025-12-27 09:15:01.402195+00","2025-12-27 09:15:01.402195+00"
261906,8,19,40,260619,"285241.62","2025-12-27 15:25:02.05338+00","2025-12-27 15:25:02.05338+00","2025-12-27 15:25:02.05338+00"
261980,1,29,42,260693,"241654.59","2025-12-27 21:35:02.078207+00","2025-12-27 21:35:02.078207+00","2025-12-27 21:35:02.078207+00"
261470,2,5,20,260183,"339409.80","2025-12-26 03:05:01.387204+00","2025-12-26 03:05:01.387204+00","2025-12-26 03:05:01.387204+00"
261544,4,16,24,260257,"273811.97","2025-12-26 09:15:01.158095+00","2025-12-26 09:15:01.158095+00","2025-12-26 09:15:01.158095+00"
261618,5,11,36,260331,"313050.67","2025-12-26 15:25:01.929365+00","2025-12-26 15:25:01.929365+00","2025-12-26 15:25:01.929365+00"
261692,1,23,31,260405,"247446.58","2025-12-26 21:35:01.200513+00","2025-12-26 21:35:01.200513+00","2025-12-26 21:35:01.200513+00"
261759,2,15,38,260472,"341490.92","2025-12-27 03:10:01.464852+00","2025-12-27 03:10:01.464852+00","2025-12-27 03:10:01.464852+00"
262048,4,9,37,260760,"270122.00","2025-12-28 03:10:01.219274+00","2025-12-28 03:10:01.219274+00","2025-12-28 03:10:01.219274+00"
262122,4,5,20,260834,"270856.47","2025-12-28 09:20:01.582422+00","2025-12-28 09:20:01.582422+00","2025-12-28 09:20:01.582422+00"
262196,8,16,22,260908,"293517.50","2025-12-28 15:30:01.777506+00","2025-12-28 15:30:01.777506+00","2025-12-28 15:30:01.777506+00"
262270,1,2,46,260982,"240621.63","2025-12-28 21:40:01.535414+00","2025-12-28 21:40:01.535414+00","2025-12-28 21:40:01.535414+00"
262336,4,18,51,261048,"268958.82","2025-12-29 03:10:01.827554+00","2025-12-29 03:10:01.827554+00","2025-12-29 03:10:01.827554+00"
262410,4,5,19,261122,"274309.06","2025-12-29 09:20:02.013712+00","2025-12-29 09:20:02.013712+00","2025-12-29 09:20:02.013712+00"
262484,3,19,40,261195,"484957.85","2025-12-29 15:25:02.090337+00","2025-12-29 15:25:02.090337+00","2025-12-29 15:25:02.090337+00"
262558,5,18,51,261269,"306445.28","2025-12-29 21:35:01.730271+00","2025-12-29 21:35:01.730271+00","2025-12-29 21:35:01.730271+00"
262625,5,14,45,261336,"313784.84","2025-12-30 03:10:02.129077+00","2025-12-30 03:10:02.129077+00","2025-12-30 03:10:02.129077+00"
262699,7,5,20,261410,"381438.68","2025-12-30 09:20:01.670116+00","2025-12-30 09:20:01.670116+00","2025-12-30 09:20:01.670116+00"
261833,1,19,40,260546,"242857.61","2025-12-27 09:20:01.531818+00","2025-12-27 09:20:01.531818+00","2025-12-27 09:20:01.531818+00"
261907,4,27,52,260620,"270455.15","2025-12-27 15:30:01.193488+00","2025-12-27 15:30:01.193488+00","2025-12-27 15:30:01.193488+00"
261981,4,22,35,260694,"270206.85","2025-12-27 21:40:01.191855+00","2025-12-27 21:40:01.191855+00","2025-12-27 21:40:01.191855+00"
261471,2,13,11,260184,"333664.48","2025-12-26 03:10:01.535863+00","2025-12-26 03:10:01.535863+00","2025-12-26 03:10:01.535863+00"
261545,2,8,53,260258,"345129.59","2025-12-26 09:20:01.510937+00","2025-12-26 09:20:01.510937+00","2025-12-26 09:20:01.510937+00"
261619,3,23,31,260332,"487965.74","2025-12-26 15:30:02.098563+00","2025-12-26 15:30:02.098563+00","2025-12-26 15:30:02.098563+00"
261693,8,4,43,260406,"290917.38","2025-12-26 21:40:01.344803+00","2025-12-26 21:40:01.344803+00","2025-12-26 21:40:01.344803+00"
261760,3,10,44,260473,"489593.17","2025-12-27 03:15:01.609673+00","2025-12-27 03:15:01.609673+00","2025-12-27 03:15:01.609673+00"
262049,2,21,41,260761,"342491.11","2025-12-28 03:15:01.337943+00","2025-12-28 03:15:01.337943+00","2025-12-28 03:15:01.337943+00"
262123,5,16,23,260835,"304636.24","2025-12-28 09:25:01.82633+00","2025-12-28 09:25:01.82633+00","2025-12-28 09:25:01.82633+00"
262197,8,18,51,260909,"290665.35","2025-12-28 15:35:01.994019+00","2025-12-28 15:35:01.994019+00","2025-12-28 15:35:01.994019+00"
262271,7,11,36,260983,"393232.48","2025-12-28 21:45:01.699096+00","2025-12-28 21:45:01.699096+00","2025-12-28 21:45:01.699096+00"
262337,8,26,39,261049,"291684.04","2025-12-29 03:15:02.005868+00","2025-12-29 03:15:02.005868+00","2025-12-29 03:15:02.005868+00"
262411,5,5,16,261123,"309519.40","2025-12-29 09:25:01.155609+00","2025-12-29 09:25:01.155609+00","2025-12-29 09:25:01.155609+00"
262485,3,22,35,261196,"491444.79","2025-12-29 15:30:01.227561+00","2025-12-29 15:30:01.227561+00","2025-12-29 15:30:01.227561+00"
262559,7,13,11,261270,"388072.46","2025-12-29 21:40:01.896874+00","2025-12-29 21:40:01.896874+00","2025-12-29 21:40:01.896874+00"
262626,6,21,41,261337,"790811.57","2025-12-30 03:15:01.273993+00","2025-12-30 03:15:01.273993+00","2025-12-30 03:15:01.273993+00"
262700,7,26,39,261411,"394384.88","2025-12-30 09:25:01.882986+00","2025-12-30 09:25:01.882986+00","2025-12-30 09:25:01.882986+00"
261834,7,4,43,260547,"387975.39","2025-12-27 09:25:01.73944+00","2025-12-27 09:25:01.73944+00","2025-12-27 09:25:01.73944+00"
261908,3,25,5,260621,"487326.38","2025-12-27 15:35:01.345495+00","2025-12-27 15:35:01.345495+00","2025-12-27 15:35:01.345495+00"
261982,1,28,9,260695,"246415.37","2025-12-27 21:45:01.330056+00","2025-12-27 21:45:01.330056+00","2025-12-27 21:45:01.330056+00"
261472,5,24,49,260185,"309996.84","2025-12-26 03:15:01.737899+00","2025-12-26 03:15:01.737899+00","2025-12-26 03:15:01.737899+00"
261546,3,13,13,260259,"481359.37","2025-12-26 09:25:01.662279+00","2025-12-26 09:25:01.662279+00","2025-12-26 09:25:01.662279+00"
261620,2,24,49,260333,"335092.74","2025-12-26 15:35:01.244714+00","2025-12-26 15:35:01.244714+00","2025-12-26 15:35:01.244714+00"
261694,8,13,11,260407,"285181.05","2025-12-26 21:45:01.481651+00","2025-12-26 21:45:01.481651+00","2025-12-26 21:45:01.481651+00"
261761,4,13,14,260474,"274245.86","2025-12-27 03:20:01.747233+00","2025-12-27 03:20:01.747233+00","2025-12-27 03:20:01.747233+00"
262050,1,20,50,260762,"241072.07","2025-12-28 03:20:01.459389+00","2025-12-28 03:20:01.459389+00","2025-12-28 03:20:01.459389+00"
262124,5,28,9,260836,"312792.33","2025-12-28 09:30:01.981566+00","2025-12-28 09:30:01.981566+00","2025-12-28 09:30:01.981566+00"
262198,8,13,12,260910,"288809.46","2025-12-28 15:40:01.20706+00","2025-12-28 15:40:01.20706+00","2025-12-28 15:40:01.20706+00"
262272,1,24,49,260984,"241645.97","2025-12-28 21:50:01.833747+00","2025-12-28 21:50:01.833747+00","2025-12-28 21:50:01.833747+00"
262338,7,28,6,261050,"389648.08","2025-12-29 03:20:01.127132+00","2025-12-29 03:20:01.127132+00","2025-12-29 03:20:01.127132+00"
262412,4,23,31,261124,"268038.31","2025-12-29 09:30:01.168578+00","2025-12-29 09:30:01.168578+00","2025-12-29 09:30:01.168578+00"
262486,7,3,32,261197,"387398.65","2025-12-29 15:35:01.134894+00","2025-12-29 15:35:01.134894+00","2025-12-29 15:35:01.134894+00"
262560,7,16,21,261271,"384012.42","2025-12-29 21:45:02.052098+00","2025-12-29 21:45:02.052098+00","2025-12-29 21:45:02.052098+00"
262627,1,25,4,261338,"247404.91","2025-12-30 03:20:01.671805+00","2025-12-30 03:20:01.671805+00","2025-12-30 03:20:01.671805+00"
262701,4,3,32,261412,"277077.60","2025-12-30 09:30:02.024202+00","2025-12-30 09:30:02.024202+00","2025-12-30 09:30:02.024202+00"
261835,4,25,3,260548,"269028.02","2025-12-27 09:30:01.883341+00","2025-12-27 09:30:01.883341+00","2025-12-27 09:30:01.883341+00"
261909,8,7,47,260622,"296730.18","2025-12-27 15:40:01.494716+00","2025-12-27 15:40:01.494716+00","2025-12-27 15:40:01.494716+00"
261983,4,25,4,260696,"275138.05","2025-12-27 21:50:01.466683+00","2025-12-27 21:50:01.466683+00","2025-12-27 21:50:01.466683+00"
261473,8,15,38,260186,"285486.72","2025-12-26 03:20:01.887547+00","2025-12-26 03:20:01.887547+00","2025-12-26 03:20:01.887547+00"
261547,2,15,38,260260,"336008.19","2025-12-26 09:30:01.823459+00","2025-12-26 09:30:01.823459+00","2025-12-26 09:30:01.823459+00"
261621,2,26,39,260334,"335732.58","2025-12-26 15:40:01.386268+00","2025-12-26 15:40:01.386268+00","2025-12-26 15:40:01.386268+00"
261695,6,29,42,260408,"782080.87","2025-12-26 21:50:01.628985+00","2025-12-26 21:50:01.628985+00","2025-12-26 21:50:01.628985+00"
261762,8,25,5,260475,"287123.31","2025-12-27 03:25:01.890414+00","2025-12-27 03:25:01.890414+00","2025-12-27 03:25:01.890414+00"
262051,2,15,38,260763,"337965.48","2025-12-28 03:25:01.711576+00","2025-12-28 03:25:01.711576+00","2025-12-28 03:25:01.711576+00"
262125,5,19,40,260837,"305124.91","2025-12-28 09:35:01.113469+00","2025-12-28 09:35:01.113469+00","2025-12-28 09:35:01.113469+00"
262199,5,22,35,260911,"305360.33","2025-12-28 15:45:01.386185+00","2025-12-28 15:45:01.386185+00","2025-12-28 15:45:01.386185+00"
262273,1,8,53,260985,"247379.47","2025-12-28 21:55:01.98029+00","2025-12-28 21:55:01.98029+00","2025-12-28 21:55:01.98029+00"
262339,7,13,14,261051,"386691.26","2025-12-29 03:25:01.245389+00","2025-12-29 03:25:01.245389+00","2025-12-29 03:25:01.245389+00"
262413,5,27,52,261125,"311398.39","2025-12-29 09:35:01.329775+00","2025-12-29 09:35:01.329775+00","2025-12-29 09:35:01.329775+00"
262487,7,26,39,261198,"387656.85","2025-12-29 15:40:01.271628+00","2025-12-29 15:40:01.271628+00","2025-12-29 15:40:01.271628+00"
262561,8,13,13,261272,"294662.57","2025-12-29 21:50:01.181464+00","2025-12-29 21:50:01.181464+00","2025-12-29 21:50:01.181464+00"
262628,7,8,53,261339,"381963.97","2025-12-30 03:25:01.820183+00","2025-12-30 03:25:01.820183+00","2025-12-30 03:25:01.820183+00"
262702,2,28,6,261413,"345627.75","2025-12-30 09:35:01.153636+00","2025-12-30 09:35:01.153636+00","2025-12-30 09:35:01.153636+00"
261836,1,19,40,260549,"241495.24","2025-12-27 09:35:02.066793+00","2025-12-27 09:35:02.066793+00","2025-12-27 09:35:02.066793+00"
261910,3,19,40,260623,"475879.41","2025-12-27 15:45:01.644194+00","2025-12-27 15:45:01.644194+00","2025-12-27 15:45:01.644194+00"
261984,2,26,39,260697,"332865.73","2025-12-27 21:55:01.598911+00","2025-12-27 21:55:01.598911+00","2025-12-27 21:55:01.598911+00"
261474,4,21,41,260187,"270004.35","2025-12-26 03:25:02.04244+00","2025-12-26 03:25:02.04244+00","2025-12-26 03:25:02.04244+00"
261548,3,9,37,260261,"486111.36","2025-12-26 09:35:02.00258+00","2025-12-26 09:35:02.00258+00","2025-12-26 09:35:02.00258+00"
261622,5,7,47,260335,"305801.37","2025-12-26 15:45:01.534631+00","2025-12-26 15:45:01.534631+00","2025-12-26 15:45:01.534631+00"
261696,8,17,26,260409,"292405.72","2025-12-26 21:55:01.806746+00","2025-12-26 21:55:01.806746+00","2025-12-26 21:55:01.806746+00"
261763,6,3,32,260476,"789581.60","2025-12-27 03:30:01.999599+00","2025-12-27 03:30:01.999599+00","2025-12-27 03:30:01.999599+00"
262052,7,23,31,260764,"392114.34","2025-12-28 03:30:01.963496+00","2025-12-28 03:30:01.963496+00","2025-12-28 03:30:01.963496+00"
262126,3,3,32,260838,"489236.23","2025-12-28 09:40:01.225065+00","2025-12-28 09:40:01.225065+00","2025-12-28 09:40:01.225065+00"
262200,1,13,12,260912,"245829.47","2025-12-28 15:50:01.54106+00","2025-12-28 15:50:01.54106+00","2025-12-28 15:50:01.54106+00"
262340,4,24,49,261052,"269696.91","2025-12-29 03:30:01.38168+00","2025-12-29 03:30:01.38168+00","2025-12-29 03:30:01.38168+00"
262414,8,26,39,261126,"286603.58","2025-12-29 09:40:01.46944+00","2025-12-29 09:40:01.46944+00","2025-12-29 09:40:01.46944+00"
262488,5,10,44,261199,"306877.28","2025-12-29 15:45:01.435559+00","2025-12-29 15:45:01.435559+00","2025-12-29 15:45:01.435559+00"
262562,3,12,48,261273,"488645.47","2025-12-29 21:55:01.322283+00","2025-12-29 21:55:01.322283+00","2025-12-29 21:55:01.322283+00"
262629,3,19,40,261340,"490821.66","2025-12-30 03:30:01.97575+00","2025-12-30 03:30:01.97575+00","2025-12-30 03:30:01.97575+00"
262703,1,2,46,261414,"239093.14","2025-12-30 09:40:01.277128+00","2025-12-30 09:40:01.277128+00","2025-12-30 09:40:01.277128+00"
261837,5,5,19,260550,"313838.53","2025-12-27 09:40:01.219313+00","2025-12-27 09:40:01.219313+00","2025-12-27 09:40:01.219313+00"
261911,8,23,31,260624,"294464.59","2025-12-27 15:50:01.812334+00","2025-12-27 15:50:01.812334+00","2025-12-27 15:50:01.812334+00"
261985,7,16,22,260698,"386747.64","2025-12-27 22:00:01.804525+00","2025-12-27 22:00:01.804525+00","2025-12-27 22:00:01.804525+00"
262274,2,22,35,260986,"332551.34","2025-12-28 22:00:01.110555+00","2025-12-28 22:00:01.110555+00","2025-12-28 22:00:01.110555+00"
261475,4,25,1,260188,"267541.06","2025-12-26 03:30:01.148761+00","2025-12-26 03:30:01.148761+00","2025-12-26 03:30:01.148761+00"
261549,6,13,13,260262,"766195.58","2025-12-26 09:40:01.122956+00","2025-12-26 09:40:01.122956+00","2025-12-26 09:40:01.122956+00"
261623,5,16,22,260336,"309735.44","2025-12-26 15:50:01.698822+00","2025-12-26 15:50:01.698822+00","2025-12-26 15:50:01.698822+00"
261697,5,26,39,260410,"316093.06","2025-12-26 22:00:02.025638+00","2025-12-26 22:00:02.025638+00","2025-12-26 22:00:02.025638+00"
261764,7,8,53,260477,"380155.73","2025-12-27 03:35:01.122497+00","2025-12-27 03:35:01.122497+00","2025-12-27 03:35:01.122497+00"
262053,1,20,50,260765,"239303.94","2025-12-28 03:35:01.103135+00","2025-12-28 03:35:01.103135+00","2025-12-28 03:35:01.103135+00"
262127,1,15,38,260839,"243234.45","2025-12-28 09:45:01.364704+00","2025-12-28 09:45:01.364704+00","2025-12-28 09:45:01.364704+00"
262201,8,25,3,260913,"295319.14","2025-12-28 15:55:01.704266+00","2025-12-28 15:55:01.704266+00","2025-12-28 15:55:01.704266+00"
262341,8,22,35,261053,"286168.86","2025-12-29 03:35:01.382679+00","2025-12-29 03:35:01.382679+00","2025-12-29 03:35:01.382679+00"
262415,5,25,4,261127,"314502.20","2025-12-29 09:45:01.621875+00","2025-12-29 09:45:01.621875+00","2025-12-29 09:45:01.621875+00"
262489,5,28,10,261200,"315744.06","2025-12-29 15:50:01.575855+00","2025-12-29 15:50:01.575855+00","2025-12-29 15:50:01.575855+00"
262563,1,2,46,261274,"241185.10","2025-12-29 22:00:01.483531+00","2025-12-29 22:00:01.483531+00","2025-12-29 22:00:01.483531+00"
262630,1,21,41,261341,"239363.93","2025-12-30 03:35:01.117182+00","2025-12-30 03:35:01.117182+00","2025-12-30 03:35:01.117182+00"
262704,4,23,31,261415,"268739.15","2025-12-30 09:45:01.427871+00","2025-12-30 09:45:01.427871+00","2025-12-30 09:45:01.427871+00"
261838,7,25,1,260551,"385467.43","2025-12-27 09:45:01.358277+00","2025-12-27 09:45:01.358277+00","2025-12-27 09:45:01.358277+00"
261912,4,5,16,260625,"277009.06","2025-12-27 15:55:01.984725+00","2025-12-27 15:55:01.984725+00","2025-12-27 15:55:01.984725+00"
261986,1,9,9,259595,"250000.00","2025-12-27 22:03:32.844+00","2025-12-27 22:03:32.844+00","2025-12-27 22:03:32.844+00"
262275,1,22,35,260987,"245261.49","2025-12-28 22:05:01.246299+00","2025-12-28 22:05:01.246299+00","2025-12-28 22:05:01.246299+00"
261476,7,22,35,260189,"386143.36","2025-12-26 03:35:02.108823+00","2025-12-26 03:35:02.108823+00","2025-12-26 03:35:02.108823+00"
261550,4,29,42,260263,"271455.17","2025-12-26 09:45:01.267264+00","2025-12-26 09:45:01.267264+00","2025-12-26 09:45:01.267264+00"
261624,4,16,23,260337,"267473.36","2025-12-26 15:55:01.895106+00","2025-12-26 15:55:01.895106+00","2025-12-26 15:55:01.895106+00"
261698,8,14,45,260411,"295992.06","2025-12-26 22:05:01.161558+00","2025-12-26 22:05:01.161558+00","2025-12-26 22:05:01.161558+00"
261765,4,11,36,260478,"274317.40","2025-12-27 03:40:01.24197+00","2025-12-27 03:40:01.24197+00","2025-12-27 03:40:01.24197+00"
262054,4,23,31,260766,"276084.26","2025-12-28 03:40:01.216369+00","2025-12-28 03:40:01.216369+00","2025-12-28 03:40:01.216369+00"
262128,1,13,13,260840,"240242.85","2025-12-28 09:50:01.499052+00","2025-12-28 09:50:01.499052+00","2025-12-28 09:50:01.499052+00"
262202,3,13,15,260914,"477828.04","2025-12-28 16:00:01.889718+00","2025-12-28 16:00:01.889718+00","2025-12-28 16:00:01.889718+00"
262342,2,28,7,261054,"344288.17","2025-12-29 03:40:01.544009+00","2025-12-29 03:40:01.544009+00","2025-12-29 03:40:01.544009+00"
262416,7,16,22,261128,"382387.82","2025-12-29 09:50:01.769248+00","2025-12-29 09:50:01.769248+00","2025-12-29 09:50:01.769248+00"
262490,3,13,11,261201,"492700.90","2025-12-29 15:55:01.722359+00","2025-12-29 15:55:01.722359+00","2025-12-29 15:55:01.722359+00"
262564,2,18,51,261275,"339493.83","2025-12-29 22:05:01.63186+00","2025-12-29 22:05:01.63186+00","2025-12-29 22:05:01.63186+00"
262631,5,12,48,261342,"309206.05","2025-12-30 03:40:01.249931+00","2025-12-30 03:40:01.249931+00","2025-12-30 03:40:01.249931+00"
262705,8,5,18,261416,"291486.29","2025-12-30 09:50:01.558624+00","2025-12-30 09:50:01.558624+00","2025-12-30 09:50:01.558624+00"
261839,4,28,10,260552,"271410.13","2025-12-27 09:50:01.504883+00","2025-12-27 09:50:01.504883+00","2025-12-27 09:50:01.504883+00"
261913,7,21,41,260626,"386810.65","2025-12-27 16:00:01.115097+00","2025-12-27 16:00:01.115097+00","2025-12-27 16:00:01.115097+00"
261987,1,5,17,260699,"244626.09","2025-12-27 22:05:01.976567+00","2025-12-27 22:05:01.976567+00","2025-12-27 22:05:01.976567+00"
262276,4,13,13,260988,"271481.49","2025-12-28 22:10:01.39181+00","2025-12-28 22:10:01.39181+00","2025-12-28 22:10:01.39181+00"
261477,3,19,40,260190,"490159.11","2025-12-26 03:40:01.253144+00","2025-12-26 03:40:01.253144+00","2025-12-26 03:40:01.253144+00"
261551,2,15,38,260264,"337282.17","2025-12-26 09:50:01.396477+00","2025-12-26 09:50:01.396477+00","2025-12-26 09:50:01.396477+00"
261625,5,29,42,260338,"316429.74","2025-12-26 16:00:02.086041+00","2025-12-26 16:00:02.086041+00","2025-12-26 16:00:02.086041+00"
261699,7,2,46,260412,"386372.84","2025-12-26 22:10:01.301246+00","2025-12-26 22:10:01.301246+00","2025-12-26 22:10:01.301246+00"
261766,7,5,18,260479,"393853.46","2025-12-27 03:45:01.372033+00","2025-12-27 03:45:01.372033+00","2025-12-27 03:45:01.372033+00"
262055,2,10,44,260767,"344442.99","2025-12-28 03:45:01.370788+00","2025-12-28 03:45:01.370788+00","2025-12-28 03:45:01.370788+00"
262129,3,1,33,260841,"490632.14","2025-12-28 09:55:01.641697+00","2025-12-28 09:55:01.641697+00","2025-12-28 09:55:01.641697+00"
262203,1,5,19,260915,"238183.15","2025-12-28 16:05:02.064511+00","2025-12-28 16:05:02.064511+00","2025-12-28 16:05:02.064511+00"
262343,5,28,7,261055,"306910.01","2025-12-29 03:45:01.696299+00","2025-12-29 03:45:01.696299+00","2025-12-29 03:45:01.696299+00"
262417,4,19,40,261129,"267630.14","2025-12-29 09:55:01.927787+00","2025-12-29 09:55:01.927787+00","2025-12-29 09:55:01.927787+00"
262491,4,25,1,261202,"275807.48","2025-12-29 16:00:01.891695+00","2025-12-29 16:00:01.891695+00","2025-12-29 16:00:01.891695+00"
262565,8,20,50,261276,"288657.31","2025-12-29 22:10:01.815982+00","2025-12-29 22:10:01.815982+00","2025-12-29 22:10:01.815982+00"
262632,5,8,53,261343,"305575.29","2025-12-30 03:45:01.398027+00","2025-12-30 03:45:01.398027+00","2025-12-30 03:45:01.398027+00"
262706,5,13,15,261417,"315108.52","2025-12-30 09:55:01.700027+00","2025-12-30 09:55:01.700027+00","2025-12-30 09:55:01.700027+00"
261840,6,13,15,260553,"786703.20","2025-12-27 09:55:01.651247+00","2025-12-27 09:55:01.651247+00","2025-12-27 09:55:01.651247+00"
